-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
-7.141005;46.09247;1444215429000;-6.0116267;48.259846;1446218720000
-7.141005;46.09247;1445215429000;-6.0116267;47.259846;1446218720000
